AssetId,AssetTag,SerialNumber,Manufacturer,Model,AssetCategoryId,DepartmentId,PurchaseDate,PurchasePrice,BookValue,VendorId,Status,Condition,RoomId,WarrantyExpiration,IsUnderWarranty,Description,LastAuditDate,RecordStatus
123,CNT-000123,HHS-MOT-2023-00123,Motorola Solutions,MC3300xR,28,5,2023-07-12,453.65,51.26,16,Retired,Good,89,2025-07-11,True,Asset Motorola Solutions MC3300xR - CNT-000123,2023-12-07,Active
124,CNT-000124,DKT-LEN-2020-00124,Lenovo,XPS Desktop,2,45,2020-11-06,2177.73,1410.62,41,Active,Good,123,2023-11-06,False,Asset Lenovo XPS Desktop - CNT-000124,2023-03-06,Active
125,CNT-000125,DKT-LEN-2018-00125,Lenovo,EliteDesk 800,2,26,2018-04-02,1199.63,417.54,31,Active,Excellent,140,2021-04-01,False,Asset Lenovo EliteDesk 800 - CNT-000125,2023-07-15,Active
126,CNT-000126,PHN-CIS-2020-00126,Cisco,T58A,12,48,2020-02-26,315.61,256.15,25,Assigned,Good,113,2023-02-25,False,Asset Cisco T58A - CNT-000126,2024-05-23,Active
127,CNT-000127,PHN-YEA-2023-00127,Yealink,IP Phone 8861,12,12,2023-07-03,343.77,308.04,19,Assigned,Good,140,2026-07-02,False,Asset Yealink IP Phone 8861 - CNT-000127,2023-03-23,Active
128,CNT-000128,ACS-SOF-2021-00128,Software House,iSTAR Ultra,22,23,2021-10-23,1450.51,945.46,3,Retired,Fair,115,2026-10-22,False,Asset Software House iSTAR Ultra - CNT-000128,2024-03-21,Active
129,CNT-000129,CAM-AXI-2023-00129,Axis,P3245-V,21,44,2023-11-13,672.3,498.09,2,Active,Excellent,41,2028-11-11,True,Asset Axis P3245-V - CNT-000129,2023-02-05,Active
130,CNT-000130,SRV-HP-2020-00130,HP,ThinkSystem SR650,3,29,2020-07-19,6295.41,1402.31,24,Assigned,Good,95,2025-07-18,False,Asset HP ThinkSystem SR650 - CNT-000130,2023-05-21,Active
131,CNT-000131,PRJ-SON-2019-00131,Sony,VPL-FHZ85,13,25,2019-02-01,3074.86,1535.08,8,Active,Fair,144,2022-01-31,True,Asset Sony VPL-FHZ85 - CNT-000131,2024-04-01,Active
132,CNT-000132,LBL-BRO-2019-00132,Brother,H-Class 4,20,46,2019-02-05,696.98,321.75,6,Disposed,Fair,114,2022-02-04,True,Asset Brother H-Class 4 - CNT-000132,2023-12-22,Active
133,CNT-000133,WBD-SAM-2024-00133,Samsung Flip,Flip Pro 55,18,12,2024-03-23,3780.17,2495.58,33,Active,Good,93,2029-03-22,True,Asset Samsung Flip Flip Pro 55 - CNT-000133,2023-07-25,Active
134,CNT-000134,TAB-LEN-2020-00134,Lenovo,iPad Pro 12.9,8,36,2020-09-19,805.8,598.65,40,Active,Good,34,2022-09-19,False,Asset Lenovo iPad Pro 12.9 - CNT-000134,2023-11-13,Active
135,CNT-000135,EHD-SAM-2024-00135,Samsung,T7 Shield 2TB,23,21,2024-07-27,206.48,41.35,5,Assigned,Excellent,165,2026-07-27,True,Asset Samsung T7 Shield 2TB - CNT-000135,2023-12-19,Active
136,CNT-000136,DSG-LG-2021-00136,LG,C651Q,29,10,2021-09-28,749.36,149.37,11,Active,Fair,78,2026-09-27,False,Asset LG C651Q - CNT-000136,2023-08-19,Active
137,CNT-000137,FIL-HIR-2020-00137,Hirsh,Series C Lateral,17,41,2020-04-21,771.63,246.58,40,Maintenance,Good,78,2027-04-20,True,Asset Hirsh Series C Lateral - CNT-000137,2024-05-29,Active
138,CNT-000138,SCN-CAN-2023-00138,Canon,DR-G2110,19,37,2023-10-24,2725.6,1008.73,2,Active,Excellent,11,2026-10-23,True,Asset Canon DR-G2110 - CNT-000138,2023-09-29,Active
139,CNT-000139,KBM-HP-2021-00139,HP,MX Keys S,25,31,2021-11-18,107.93,93.39,44,Assigned,Fair,63,2023-11-18,True,Asset HP MX Keys S - CNT-000139,2024-04-09,Active
140,CNT-000140,EHD-SEA-2021-00140,Seagate,My Passport 4TB,23,10,2021-07-16,182.18,67.8,46,Assigned,Fair,81,2023-07-16,True,Asset Seagate My Passport 4TB - CNT-000140,2024-02-13,Active
141,CNT-000141,KBM-APP-2020-00141,Apple,MX Keys S,25,10,2020-04-15,74.5,34.25,4,Active,Poor,25,2022-04-15,True,Asset Apple MX Keys S - CNT-000141,2024-03-04,Active
142,CNT-000142,HHS-HON-2022-00142,Honeywell,PowerScan 9600DPM,28,33,2022-12-11,389.83,88.68,32,Active,Excellent,120,2024-12-10,True,Asset Honeywell PowerScan 9600DPM - CNT-000142,2023-01-24,Active
143,CNT-000143,PRJ-NEC-2019-00143,NEC,EH515T,13,39,2019-10-12,670.3,217.9,44,Assigned,Fair,168,2022-10-11,True,Asset NEC EH515T - CNT-000143,2023-01-09,Active
144,CNT-000144,AUD-PLA-2023-00144,Plantronics,Zone 900,14,4,2023-06-25,382.28,52.06,36,Active,Fair,146,2026-06-24,True,Asset Plantronics Zone 900 - CNT-000144,2023-10-23,Active
145,CNT-000145,PRJ-NEC-2024-00145,NEC,VPL-FHZ85,13,7,2024-10-22,2638.65,535.46,24,Disposed,Fair,101,2027-10-22,True,Asset NEC VPL-FHZ85 - CNT-000145,2024-01-10,Active
146,CNT-000146,MOB-MOT-2018-00146,Motorola,iPhone 15 Pro,7,34,2018-01-05,999.51,742.81,10,Repair,Good,117,2020-01-05,False,Asset Motorola iPhone 15 Pro - CNT-000146,2023-05-24,Active
147,CNT-000147,RCK-PAN-2021-00147,Panduit,VR3307,30,33,2021-10-24,6819.51,3921.08,35,Assigned,Fair,131,2028-10-22,True,Asset Panduit VR3307 - CNT-000147,2024-05-01,Active
148,CNT-000148,PHN-YEA-2021-00148,Yealink,IP Phone 8861,12,45,2021-10-10,508.54,345.94,2,Repair,Excellent,162,2024-10-09,True,Asset Yealink IP Phone 8861 - CNT-000148,2023-09-29,Active
149,CNT-000149,DCK-DEL-2019-00149,Dell,USB-C Docking Station,24,25,2019-09-21,474.53,341.51,44,Active,Excellent,38,2021-09-20,True,Asset Dell USB-C Docking Station - CNT-000149,2023-04-23,Active
150,CNT-000150,LAP-APP-2021-00150,Apple,MacBook Pro 14,1,50,2021-03-14,2664.35,1141.15,31,Lost,Excellent,157,2023-03-14,True,Asset Apple MacBook Pro 14 - CNT-000150,2023-05-22,Active
151,CNT-000151,WBD-SAM-2022-00151,Samsung Flip,Hub 2S 55,18,35,2022-07-11,4818.08,2253.56,35,Assigned,Fair,88,2027-07-10,True,Asset Samsung Flip Hub 2S 55 - CNT-000151,2024-05-10,Active
152,CNT-000152,TAB-MIC-2019-00152,Microsoft Surface,Surface Pro 9,8,46,2019-05-25,717.9,190.83,21,Assigned,Fair,126,2021-05-24,False,Asset Microsoft Surface Surface Pro 9 - CNT-000152,2023-10-08,Active
153,CNT-000153,MON-VIE-2021-00153,ViewSonic,Optix G27C4,4,10,2021-07-27,545.13,391.65,3,Active,Good,75,2024-07-26,False,Asset ViewSonic Optix G27C4 - CNT-000153,2023-12-21,Active
154,CNT-000154,CAM-HAN-2019-00154,Hanwha,P1448-LE,21,45,2019-04-27,900.15,761.9,9,Active,Good,70,2024-04-25,True,Asset Hanwha P1448-LE - CNT-000154,2023-09-06,Active
155,CNT-000155,ACS-LEN-2018-00155,Lenel,PD-REX,22,44,2018-02-14,1191.79,569.58,9,Active,Good,198,2023-02-13,False,Asset Lenel PD-REX - CNT-000155,2023-06-11,Active
156,CNT-000156,CAM-HIK-2023-00156,Hikvision,P1448-LE,21,42,2023-04-25,1453.09,518.66,50,Active,Good,16,2028-04-23,True,Asset Hikvision P1448-LE - CNT-000156,2023-02-08,Active
157,CNT-000157,AUD-PLA-2024-00157,Plantronics,Evolve2 85,14,19,2024-07-26,446.77,379.44,1,Active,Good,10,2027-07-26,False,Asset Plantronics Evolve2 85 - CNT-000157,2023-12-10,Active
158,CNT-000158,DSK-HAW-2024-00158,Haworth,Sit-to-Stand 7,15,22,2024-09-15,972.96,726.85,47,Assigned,Fair,42,2031-09-14,True,Asset Haworth Sit-to-Stand 7 - CNT-000158,2023-07-10,Active
159,CNT-000159,DCK-LEN-2022-00159,Lenovo,ThinkPad USB-C Dock,24,41,2022-11-25,236.92,139.49,28,Maintenance,Fair,104,2024-11-24,False,Asset Lenovo ThinkPad USB-C Dock - CNT-000159,2023-03-30,Active
160,CNT-000160,ACS-HID-2019-00160,HID,PD-REX,22,25,2019-08-11,2826.73,298.12,29,Disposed,Fair,61,2024-08-09,False,Asset HID PD-REX - CNT-000160,2023-12-04,Active
161,CNT-000161,SCN-FUJ-2023-00161,Fujitsu,WorkForce ES-580W,19,30,2023-06-23,861.65,546.48,11,Assigned,Good,79,2026-06-22,True,Asset Fujitsu WorkForce ES-580W - CNT-000161,2023-11-15,Active
162,CNT-000162,CAM-HAN-2022-00162,Hanwha,QNV-8080R,21,30,2022-04-08,1444.57,697.07,39,Assigned,Poor,192,2027-04-07,True,Asset Hanwha QNV-8080R - CNT-000162,2024-04-27,Active
163,CNT-000163,KBM-MIC-2022-00163,Microsoft,MX Keys S,25,37,2022-08-17,190.75,30.99,4,Lost,Good,29,2024-08-16,True,Asset Microsoft MX Keys S - CNT-000163,2024-06-01,Active
164,CNT-000164,SCN-CAN-2020-00164,Canon,DR-G2110,19,38,2020-09-15,525.47,138.89,6,Maintenance,Excellent,126,2023-09-15,False,Asset Canon DR-G2110 - CNT-000164,2023-02-26,Active
165,CNT-000165,PRN-KON-2021-00165,Konica Minolta,HL-L9310CDW,5,20,2021-10-02,4602.74,2937.53,2,Assigned,Fair,186,2024-10-01,True,Asset Konica Minolta HL-L9310CDW - CNT-000165,2023-01-04,Active
166,CNT-000166,SCN-FUJ-2021-00166,Fujitsu,fi-7300NX,19,5,2021-06-23,378.53,338.9,3,Active,Poor,121,2024-06-22,True,Asset Fujitsu fi-7300NX - CNT-000166,2023-07-04,Active
167,CNT-000167,KBM-HP-2021-00167,HP,Magic Keyboard,25,6,2021-08-28,233.42,93.83,43,Lost,Good,175,2023-08-28,False,Asset HP Magic Keyboard - CNT-000167,2023-05-17,Active
168,CNT-000168,MON-HP-2021-00168,HP,Optix G27C4,4,1,2021-09-05,927.86,258.09,2,Active,Excellent,194,2024-09-04,False,Asset HP Optix G27C4 - CNT-000168,2024-03-10,Active
169,CNT-000169,TST-TEK-2021-00169,Tektronix,TDS3034C,27,47,2021-06-05,4496.92,3822.06,8,Active,Poor,196,2026-06-04,True,Asset Tektronix TDS3034C - CNT-000169,2023-01-17,Active
170,CNT-000170,MOB-APP-2022-00170,Apple,iPhone 15 Pro,7,4,2022-01-15,918.45,608.59,48,Active,Poor,63,2024-01-15,True,Asset Apple iPhone 15 Pro - CNT-000170,2024-03-25,Active
171,CNT-000171,WBD-LEG-2019-00171,Legamaster,Board Pro 55,18,37,2019-09-10,1783.48,1485.85,37,Repair,Fair,82,2024-09-08,False,Asset Legamaster Board Pro 55 - CNT-000171,2023-08-31,Active
172,CNT-000172,DSG-LG-2021-00172,LG,C651Q,29,48,2021-05-09,774.31,664.99,41,Reserved,Poor,45,2026-05-08,True,Asset LG C651Q - CNT-000172,2024-05-22,Active
173,CNT-000173,PHN-GRA-2023-00173,Grandstream,T58A,12,49,2023-07-14,217.15,87.11,31,Active,Good,138,2026-07-13,True,Asset Grandstream T58A - CNT-000173,2023-11-04,Active
174,CNT-000174,SWL-SAP-2022-00174,SAP,Microsoft 365 E3,26,16,2022-07-14,2830.71,586.73,14,Assigned,Good,66,2025-07-13,False,Asset SAP Microsoft 365 E3 - CNT-000174,2024-04-05,Active
175,CNT-000175,SRV-SUP-2018-00175,Supermicro,ProLiant DL380 Gen10,3,5,2018-05-13,31946.88,18603.87,49,Repair,Good,49,2023-05-12,False,Asset Supermicro ProLiant DL380 Gen10 - CNT-000175,2023-08-11,Active
176,CNT-000176,MOB-GOO-2018-00176,Google Pixel,Pixel 8 Pro,7,49,2018-04-07,1173.45,227.48,16,Retired,Good,123,2020-04-06,True,Asset Google Pixel Pixel 8 Pro - CNT-000176,2024-02-11,Active
177,CNT-000177,WBD-SAM-2021-00177,Samsung Flip,Flip Pro 55,18,24,2021-08-18,3524.63,1222.12,32,Assigned,Good,132,2026-08-17,False,Asset Samsung Flip Flip Pro 55 - CNT-000177,2024-04-25,Active
178,CNT-000178,RCK-VER-2020-00178,Vertiv,N-Type 42U,30,10,2020-07-02,4718.94,1307.24,17,Maintenance,Poor,5,2027-07-01,True,Asset Vertiv N-Type 42U - CNT-000178,2023-10-30,Active
179,CNT-000179,MOB-GOO-2021-00179,Google Pixel,Galaxy S24,7,44,2021-10-27,672.01,363.23,17,Disposed,Excellent,87,2023-10-27,False,Asset Google Pixel Galaxy S24 - CNT-000179,2024-05-17,Active
180,CNT-000180,NET-FOR-2019-00180,Fortinet,Aruba 6300M,6,35,2019-12-18,7580.59,6318.57,4,Maintenance,Excellent,165,2024-12-16,True,Asset Fortinet Aruba 6300M - CNT-000180,2023-03-18,Active
181,CNT-000181,KBM-LOG-2019-00181,Logitech,150 Wireless Combo,25,14,2019-11-08,63.59,14.04,30,Assigned,Excellent,130,2021-11-07,False,Asset Logitech 150 Wireless Combo - CNT-000181,2024-05-09,Active
182,CNT-000182,LAP-DEL-2018-00182,Dell,MacBook Air M2,1,19,2018-01-17,2749.92,1453.58,33,Lost,Poor,5,2020-01-17,True,Asset Dell MacBook Air M2 - CNT-000182,2023-07-03,Active
183,CNT-000183,RCK-APC-2019-00183,APC,VR3307,30,18,2019-04-20,4448.42,3345.97,6,Assigned,Poor,102,2026-04-18,True,Asset APC VR3307 - CNT-000183,2024-04-15,Active
184,CNT-000184,EHD-WD-2023-00184,WD,Rugged 4TB,23,3,2023-02-21,298.17,184.84,26,Assigned,Poor,24,2025-02-20,True,Asset WD Rugged 4TB - CNT-000184,2024-05-02,Active
185,CNT-000185,CAM-AXI-2018-00185,Axis,Wisenet XNV-8300R,21,37,2018-08-28,764.08,555.87,34,Active,Good,25,2023-08-27,False,Asset Axis Wisenet XNV-8300R - CNT-000185,2023-08-05,Active
186,CNT-000186,STR-NET-2023-00186,NetApp,AFF A400,9,21,2023-05-18,45953.77,5804.95,14,Repair,Good,5,2028-05-16,True,Asset NetApp AFF A400 - CNT-000186,2024-02-12,Active
187,CNT-000187,UPS-EAT-2022-00187,Eaton,9PX3000RT,10,49,2022-07-22,4513.67,1649.22,9,Disposed,Good,190,2027-07-21,False,Asset Eaton 9PX3000RT - CNT-000187,2024-05-27,Active
188,CNT-000188,DKT-DEL-2019-00188,Dell,Mac Mini M2,2,39,2019-02-11,1749.82,1034.3,50,Assigned,Excellent,102,2022-02-10,False,Asset Dell Mac Mini M2 - CNT-000188,2023-10-07,Active
189,CNT-000189,CHR-HER-2022-00189,Herman Miller,Generation Chair,16,25,2022-07-14,615.75,350.18,50,Repair,Fair,22,2027-07-13,True,Asset Herman Miller Generation Chair - CNT-000189,2023-09-10,Active
190,CNT-000190,SRV-LEN-2021-00190,Lenovo,ProLiant DL380 Gen10,3,21,2021-12-26,30356.04,20998.01,7,Active,Excellent,93,2026-12-25,False,Asset Lenovo ProLiant DL380 Gen10 - CNT-000190,2023-11-12,Active
191,CNT-000191,PHN-YEA-2019-00191,Yealink,IP Phone 8861,12,33,2019-02-06,343.94,187.65,7,Active,Good,105,2022-02-05,True,Asset Yealink IP Phone 8861 - CNT-000191,2023-12-29,Active
192,CNT-000192,LBL-BRO-2018-00192,Brother,H-Class 4,20,36,2018-05-14,371.46,62.32,37,Maintenance,Good,63,2021-05-13,True,Asset Brother H-Class 4 - CNT-000192,2024-01-25,Active
193,CNT-000193,PRN-CAN-2020-00193,Canon,imageRUNNER 1643i,5,27,2020-08-05,787.16,352.44,31,Disposed,Good,77,2023-08-05,False,Asset Canon imageRUNNER 1643i - CNT-000193,2024-01-05,Active
194,CNT-000194,TAB-LEN-2021-00194,Lenovo,Galaxy Tab S9,8,22,2021-02-05,735.12,631.51,25,Disposed,Fair,159,2023-02-05,False,Asset Lenovo Galaxy Tab S9 - CNT-000194,2024-03-26,Active
195,CNT-000195,AUD-PLA-2020-00195,Plantronics,Zone 900,14,26,2020-10-23,240.6,84.53,19,Retired,Excellent,82,2023-10-23,False,Asset Plantronics Zone 900 - CNT-000195,2023-09-06,Active
196,CNT-000196,PRJ-SON-2020-00196,Sony,PA803UL,13,12,2020-02-19,1199.3,1076.75,50,Maintenance,Excellent,175,2023-02-18,True,Asset Sony PA803UL - CNT-000196,2024-04-17,Active
197,CNT-000197,DSK-KNO-2024-00197,Knoll,Flex Active Frame,15,16,2024-07-22,1448.54,878.78,43,Active,Poor,65,2031-07-21,True,Asset Knoll Flex Active Frame - CNT-000197,2024-01-22,Active
198,CNT-000198,DSK-HAW-2022-00198,Haworth,Freefit Height Adj,15,24,2022-09-28,1852.59,990.98,35,Repair,Good,180,2029-09-26,True,Asset Haworth Freefit Height Adj - CNT-000198,2023-04-22,Active
199,CNT-000199,ACS-SOF-2023-00199,Software House,PD-REX,22,42,2023-10-02,1820.69,1121.59,49,Assigned,Poor,103,2028-09-30,True,Asset Software House PD-REX - CNT-000199,2023-04-19,Active
200,CNT-000200,MON-LG-2022-00200,LG,E27 G5,4,15,2022-12-17,757.99,492.79,24,Assigned,Excellent,115,2025-12-16,True,Asset LG E27 G5 - CNT-000200,2024-05-27,Active
201,CNT-000201,PHN-CIS-2018-00201,Cisco,DP720,12,47,2018-05-14,564.25,95.18,23,Active,Fair,37,2021-05-13,True,Asset Cisco DP720 - CNT-000201,2024-04-11,Active
202,CNT-000202,FIL-LOR-2021-00202,Lorell,36W 2-Drawer,17,5,2021-02-15,619.3,286.09,3,Disposed,Good,77,2028-02-14,False,Asset Lorell 36W 2-Drawer - CNT-000202,2023-01-24,Active
203,CNT-000203,CAM-AXI-2023-00203,Axis,Wisenet XNV-8300R,21,36,2023-04-17,426.79,97.35,30,Active,Poor,110,2028-04-15,True,Asset Axis Wisenet XNV-8300R - CNT-000203,2023-07-08,Active
204,CNT-000204,CAM-HIK-2018-00204,Hikvision,P1448-LE,21,28,2018-12-20,1348.03,619.64,1,Retired,Good,100,2023-12-19,False,Asset Hikvision P1448-LE - CNT-000204,2023-07-30,Active
205,CNT-000205,KBM-LOG-2024-00205,Logitech,MX Keys S,25,8,2024-09-06,123.16,31.73,43,Lost,Excellent,68,2026-09-06,False,Asset Logitech MX Keys S - CNT-000205,2023-11-17,Active
206,CNT-000206,LBL-DAT-2020-00206,Datamax,ZD421,20,44,2020-06-28,420.5,100.09,20,Repair,Good,181,2023-06-28,False,Asset Datamax ZD421 - CNT-000206,2023-05-18,Active
207,CNT-000207,MON-HP-2018-00207,HP,ThinkVision P27h,4,27,2018-03-12,893.44,454.46,9,Repair,Poor,153,2021-03-11,True,Asset HP ThinkVision P27h - CNT-000207,2024-03-09,Active
208,CNT-000208,CHR-HER-2021-00208,Herman Miller,Aeron Chair,16,40,2021-05-05,618.07,478.13,23,Active,Excellent,14,2026-05-04,True,Asset Herman Miller Aeron Chair - CNT-000208,2023-05-20,Active
209,CNT-000209,TST-ROH-2021-00209,Rohde & Schwarz,RTH 1002,27,32,2021-11-16,6526.64,5038.0,6,Repair,Excellent,43,2026-11-15,False,Asset Rohde & Schwarz RTH 1002 - CNT-000209,2023-08-14,Active
210,CNT-000210,DKT-LEN-2022-00210,Lenovo,EliteDesk 800,2,50,2022-05-06,2083.41,1151.13,32,Maintenance,Good,197,2025-05-05,True,Asset Lenovo EliteDesk 800 - CNT-000210,2023-04-26,Active
211,CNT-000211,STR-WD-2022-00211,WD,PowerStore 3000T,9,28,2022-01-25,58080.46,31194.01,48,Lost,Good,27,2027-01-24,True,Asset WD PowerStore 3000T - CNT-000211,2023-11-01,Active
212,CNT-000212,DSK-KNO-2024-00212,Knoll,Antenna Desk,15,16,2024-02-15,2217.11,429.92,48,Repair,Fair,54,2031-02-13,True,Asset Knoll Antenna Desk - CNT-000212,2024-03-14,Active
213,CNT-000213,LBL-DYM-2024-00213,Dymo,DYMO LabelWriter 550,20,18,2024-04-26,141.55,53.88,35,Active,Fair,153,2027-04-26,False,Asset Dymo DYMO LabelWriter 550 - CNT-000213,2023-10-27,Active
214,CNT-000214,SCN-EPS-2019-00214,Epson,fi-7300NX,19,9,2019-07-02,2978.96,2364.22,9,Active,Good,180,2022-07-01,True,Asset Epson fi-7300NX - CNT-000214,2023-11-26,Active
215,CNT-000215,KBM-HP-2019-00215,HP,150 Wireless Combo,25,29,2019-10-21,103.74,44.75,41,Disposed,Good,20,2021-10-20,False,Asset HP 150 Wireless Combo - CNT-000215,2024-02-17,Active
216,CNT-000216,EHD-LAC-2021-00216,LaCie,T7 Shield 2TB,23,47,2021-06-19,80.54,57.93,47,Assigned,Fair,24,2023-06-19,False,Asset LaCie T7 Shield 2TB - CNT-000216,2023-03-06,Active
217,CNT-000217,MOB-MOT-2021-00217,Motorola,Galaxy S24,7,37,2021-05-11,1079.84,399.76,37,Lost,Excellent,34,2023-05-11,True,Asset Motorola Galaxy S24 - CNT-000217,2023-12-18,Active
218,CNT-000218,DKT-DEL-2018-00218,Dell,Mac Mini M2,2,28,2018-02-28,900.17,418.77,45,Active,Fair,52,2021-02-27,False,Asset Dell Mac Mini M2 - CNT-000218,2023-06-12,Active
219,CNT-000219,SRV-LEN-2018-00219,Lenovo,ThinkSystem SR650,3,26,2018-06-22,41152.01,9564.55,20,Retired,Good,161,2023-06-21,True,Asset Lenovo ThinkSystem SR650 - CNT-000219,2024-03-15,Active
220,CNT-000220,EHD-SEA-2019-00220,Seagate,One Touch 5TB,23,44,2019-08-03,109.19,30.68,1,Active,Fair,114,2021-08-02,False,Asset Seagate One Touch 5TB - CNT-000220,2023-05-04,Active
221,CNT-000221,EHD-WD-2018-00221,WD,T7 Shield 2TB,23,7,2018-04-13,99.65,74.22,24,Active,Good,81,2020-04-12,True,Asset WD T7 Shield 2TB - CNT-000221,2024-01-27,Active
222,CNT-000222,CAM-GEN-2022-00222,Genetec,P3245-V,21,23,2022-10-01,993.42,229.77,14,Reserved,Good,185,2027-09-30,False,Asset Genetec P3245-V - CNT-000222,2024-02-26,Active
223,CNT-000223,HHS-HON-2018-00223,Honeywell,MC3300xR,28,23,2018-03-25,323.16,221.04,21,Disposed,Good,110,2020-03-24,False,Asset Honeywell MC3300xR - CNT-000223,2023-09-11,Active
224,CNT-000224,CAM-AXI-2022-00224,Axis,Wisenet XNV-8300R,21,45,2022-10-20,1137.53,373.04,43,Active,Good,7,2027-10-19,False,Asset Axis Wisenet XNV-8300R - CNT-000224,2023-07-13,Active
225,CNT-000225,UPS-APC-2021-00225,APC,9PX3000RT,10,5,2021-07-04,1433.08,874.85,1,Assigned,Fair,136,2026-07-03,False,Asset APC 9PX3000RT - CNT-000225,2023-05-16,Active
226,CNT-000226,HHS-MOT-2022-00226,Motorola Solutions,PowerScan 9600DPM,28,50,2022-11-06,962.73,831.38,2,Repair,Good,19,2024-11-05,False,Asset Motorola Solutions PowerScan 9600DPM - CNT-000226,2023-01-15,Active
227,CNT-000227,MOB-APP-2024-00227,Apple,iPhone 15 Pro,7,50,2024-07-17,700.54,469.43,28,Retired,Poor,107,2026-07-17,True,Asset Apple iPhone 15 Pro - CNT-000227,2023-03-26,Active
228,CNT-000228,STR-NET-2018-00228,NetApp,PowerStore 3000T,9,21,2018-09-07,77996.44,17494.73,38,Reserved,Good,101,2023-09-06,False,Asset NetApp PowerStore 3000T - CNT-000228,2023-11-14,Active
229,CNT-000229,DCK-HP-2019-00229,HP,WD22TB4,24,4,2019-02-14,202.19,119.26,43,Retired,Good,80,2021-02-13,True,Asset HP WD22TB4 - CNT-000229,2023-05-03,Active
230,CNT-000230,EHD-WD-2019-00230,WD,One Touch 5TB,23,47,2019-08-12,195.06,141.69,11,Assigned,Good,67,2021-08-11,True,Asset WD One Touch 5TB - CNT-000230,2023-10-03,Active
231,CNT-000231,KBM-LOG-2024-00231,Logitech,Magic Keyboard,25,37,2024-07-09,154.77,48.03,5,Assigned,Excellent,161,2026-07-09,True,Asset Logitech Magic Keyboard - CNT-000231,2024-01-04,Active
232,CNT-000232,CHR-HER-2019-00232,Herman Miller,Generation Chair,16,47,2019-05-25,474.94,265.55,15,Retired,Good,30,2024-05-23,True,Asset Herman Miller Generation Chair - CNT-000232,2023-01-03,Active
233,CNT-000233,HHS-ZEB-2018-00233,Zebra,CT40 XP,28,3,2018-08-12,582.98,128.3,46,Retired,Poor,142,2020-08-11,False,Asset Zebra CT40 XP - CNT-000233,2023-08-18,Active
234,CNT-000234,TAB-LEN-2020-00234,Lenovo,Surface Pro 9,8,4,2020-02-19,810.09,406.37,15,Disposed,Good,46,2022-02-18,False,Asset Lenovo Surface Pro 9 - CNT-000234,2023-02-17,Active
235,CNT-000235,SRV-CIS-2024-00235,Cisco UCS,ThinkSystem SR650,3,24,2024-05-11,8455.42,3935.13,19,Repair,Fair,52,2029-05-10,False,Asset Cisco UCS ThinkSystem SR650 - CNT-000235,2023-09-06,Active
236,CNT-000236,PHN-GRA-2023-00236,Grandstream,VVX 450,12,27,2023-09-25,508.19,112.03,15,Maintenance,Fair,7,2026-09-24,False,Asset Grandstream VVX 450 - CNT-000236,2023-01-10,Active
237,CNT-000237,LAP-APP-2018-00237,Apple,ThinkPad X1 Carbon,1,4,2018-04-17,3454.41,1505.61,46,Active,Good,37,2020-04-16,True,Asset Apple ThinkPad X1 Carbon - CNT-000237,2023-02-14,Active
238,CNT-000238,DSG-PLA-2021-00238,Planar,MultiSync C651Q,29,41,2021-12-03,3113.47,1570.25,5,Repair,Excellent,101,2026-12-02,True,Asset Planar MultiSync C651Q - CNT-000238,2024-03-21,Active
239,CNT-000239,TAB-MIC-2024-00239,Microsoft Surface,Surface Pro 9,8,21,2024-06-26,832.25,637.1,29,Active,Good,82,2026-06-26,True,Asset Microsoft Surface Surface Pro 9 - CNT-000239,2023-03-18,Active
240,CNT-000240,PRN-KON-2019-00240,Konica Minolta,LaserJet M507dn,5,8,2019-02-06,3761.66,1321.2,23,Disposed,Good,138,2022-02-05,False,Asset Konica Minolta LaserJet M507dn - CNT-000240,2024-04-07,Active
241,CNT-000241,DSK-KNO-2018-00241,Knoll,Flex Active Frame,15,45,2018-03-26,1840.72,1400.99,3,Active,Fair,155,2025-03-24,True,Asset Knoll Flex Active Frame - CNT-000241,2023-06-01,Active
242,CNT-000242,EHD-WD-2021-00242,WD,Rugged 4TB,23,12,2021-09-02,228.98,70.56,26,Lost,Excellent,8,2023-09-02,True,Asset WD Rugged 4TB - CNT-000242,2023-09-13,Active
243,CNT-000243,DSK-STE-2018-00243,Steelcase,Sit-to-Stand 7,15,9,2018-01-02,2143.78,1899.5,26,Assigned,Good,51,2024-12-31,True,Asset Steelcase Sit-to-Stand 7 - CNT-000243,2023-09-23,Active
244,CNT-000244,LAP-DEL-2023-00244,Dell,ProBook 450 G10,1,22,2023-08-26,1147.74,945.81,3,Assigned,Excellent,32,2025-08-25,False,Asset Dell ProBook 450 G10 - CNT-000244,2023-06-22,Active
245,CNT-000245,TST-ROH-2018-00245,Rohde & Schwarz,RTH 1002,27,12,2018-07-22,6686.63,2562.01,18,Assigned,Good,71,2023-07-21,True,Asset Rohde & Schwarz RTH 1002 - CNT-000245,2023-02-05,Active
246,CNT-000246,CAM-HAN-2021-00246,Hanwha,P1448-LE,21,9,2021-09-16,279.27,90.43,13,Reserved,Good,108,2026-09-15,True,Asset Hanwha P1448-LE - CNT-000246,2023-09-13,Active
247,CNT-000247,PRJ-SON-2022-00247,Sony,PA803UL,13,25,2022-08-12,3694.37,1854.26,12,Active,Fair,70,2025-08-11,True,Asset Sony PA803UL - CNT-000247,2023-08-13,Active
